,cut,clarity,color,price,depth,carat,table,x,y,z
23904,Very Good,VS2,G,12014,60.5,1.5,57,7.39,7.43,4.48
23905,Ideal,VVS2,D,12016,63,1.11,57,6.58,6.65,4.17
23906,Premium,SI2,F,12021,60.9,2.03,59,8.15,8.11,4.95
23907,Very Good,SI1,G,12028,62.6,1.61,56,7.44,7.54,4.69
23908,Very Good,SI2,J,12030,62.3,2.12,61,8.16,8.21,5.1
23909,Premium,SI1,F,12030,62.2,1.5,58,7.34,7.29,4.55
23910,Very Good,SI2,E,12030,63.3,1.7,57,7.59,7.51,4.78
23911,Ideal,VS1,I,12030,63,1.7,55,7.75,7.54,4.76
23912,Premium,VS1,I,12030,58,1.7,60,7.88,7.84,4.56
23913,Ideal,IF,E,12030,62.2,1.02,56,6.44,6.38,3.99
23914,Ideal,VVS2,E,12031,61.3,1.07,56,6.57,6.62,4.04
23915,Good,SI1,H,12032,60.6,1.74,62,7.74,7.8,4.71
23916,Ideal,VVS1,E,12035,62.2,1.02,58,6.42,6.44,4
23917,Ideal,VVS2,E,12036,63,1.22,55,6.83,6.78,4.29
23918,Very Good,VS2,G,12038,62.9,1.52,60,7.28,7.31,4.59
23919,Premium,SI1,G,12044,61,1.54,59,7.38,7.43,4.52
23920,Premium,VS1,H,12047,60.6,1.52,58,7.46,7.39,4.5
23921,Ideal,VS1,H,12047,61.8,1.59,57,7.42,7.49,4.61
23922,Premium,SI2,J,12048,60.8,2.01,58,8.19,8.13,4.96
23923,Premium,SI1,J,12048,60.9,2.01,58,8.15,8.07,4.94
23924,Premium,SI1,J,12048,62.3,2.01,59,8.03,7.97,4.98
23925,Ideal,SI1,J,12048,62.1,2.01,56,8.08,8.03,5
23926,Premium,SI2,D,12052,61.9,1.74,58,7.73,7.67,4.77
23927,Ideal,VVS2,D,12053,62,1.06,56,6.53,6.57,4.06
23928,Ideal,VS1,H,12055,61.2,1.5,56,7.39,7.4,4.52
23929,Premium,SI1,H,12058,62,1.73,59,7.68,7.59,4.73
23930,Ideal,VVS2,F,12059,62,1.24,57,6.86,6.91,4.27
23931,Very Good,SI1,D,12060,60,1.5,59,7.41,7.46,4.46
23932,Ideal,VVS2,H,12061,62.6,1.54,56,7.35,7.42,4.62
23933,Ideal,VS1,F,12061,61.5,1.28,55,6.98,7.01,4.3
23934,Premium,SI1,D,12063,61,1.76,60,7.76,7.68,4.77
23935,Premium,SI1,H,12063,60.5,2.09,61,8.32,8.25,5.01
23936,Ideal,VVS2,G,12066,61.4,1.26,55,6.96,6.99,4.29
23937,Premium,VS2,G,12068,61.4,1.51,58,7.4,7.3,4.51
23938,Premium,SI1,D,12069,62.4,1.5,58,7.27,7.31,4.55
23939,Ideal,SI1,F,12071,62,1.52,54,7.36,7.44,4.59
23940,Premium,SI2,H,12071,62.7,2.5,59,8.65,8.61,5.41
23941,Ideal,VS1,H,12071,62.5,1.51,54,7.28,7.34,4.57
23942,Ideal,SI1,G,12075,61.6,1.68,55,7.69,7.64,4.72
23943,Premium,SI2,J,12078,60.9,2.03,60,8.21,8.1,4.97
23944,Premium,SI2,J,12078,61.7,2.03,61,8.18,8.04,5
23945,Premium,SI1,H,12079,62.4,1.73,58,7.64,7.61,4.76
23946,Ideal,VVS1,G,12081,61.5,1.22,56,6.86,6.9,4.23
23947,Premium,SI2,G,12081,61.3,1.82,58,7.94,7.83,4.83
23948,Ideal,SI1,H,12082,62.2,1.56,55,7.41,7.45,4.62
23949,Very Good,SI1,J,12084,61.6,2.01,60,7.99,8.02,4.93
23950,Very Good,SI1,J,12084,62.2,2.01,59,7.93,8.01,4.96
23951,Premium,VS1,H,12084,62.5,1.6,58,7.47,7.37,4.64
23952,Premium,VS1,G,12085,63,1.51,59,7.24,7.19,4.55
23953,Ideal,SI1,F,12085,62.6,1.61,58,7.44,7.48,4.67
23954,Ideal,VS1,H,12087,60.6,1.55,57,7.51,7.47,4.54
23955,Ideal,VS1,I,12089,62.1,1.64,55,7.57,7.59,4.71
23956,Premium,VVS2,H,12092,60.4,1.53,60,7.46,7.41,4.49
23957,Ideal,VS1,G,12093,62.6,1.44,57,7.21,7.19,4.51
23958,Very Good,SI2,G,12094,63.1,2.02,57,8.01,7.97,5.04
23959,Ideal,VS1,G,12094,61.6,1.32,57,6.97,7.05,4.32
23960,Very Good,VS2,J,12095,59.9,2.04,59,8.25,8.32,4.96
23961,Very Good,SI2,I,12095,63.4,2.54,56,8.68,8.64,5.49
23962,Very Good,VVS2,H,12098,63.3,1.56,58,7.3,7.35,4.64
23963,Premium,VVS2,H,12098,62.1,1.57,56,7.47,7.43,4.63
23964,Ideal,VVS1,E,12098,61,1.08,56,6.66,6.62,4.05
23965,Ideal,VS1,I,12099,60.1,1.7,57,7.8,7.77,4.68
23966,Very Good,SI2,F,12099,63.4,2.18,60,8.2,8.17,5.19
23967,Very Good,VVS2,E,12100,61.5,1.18,58,6.78,6.87,4.2
23968,Premium,VS1,E,12100,60.8,1.28,60,7.03,6.98,4.26
23969,Ideal,VS2,G,12100,60.8,1.51,54,7.45,7.43,4.52
23970,Very Good,SI2,I,12100,63.4,2.15,56,8.2,8.15,5.18
23971,Premium,SI2,J,12105,62.4,2.01,59,8.05,8.1,5.04
23972,Very Good,VS2,H,12108,62.4,1.51,55.6,7.28,7.33,4.56
23973,Premium,SI2,D,12108,61.1,2.02,57,8.12,8.05,4.94
23974,Ideal,SI1,F,12109,61.6,1.53,56,7.39,7.34,4.54
23975,Ideal,VS1,E,12111,61.7,1.21,56,6.82,6.85,4.22
23976,Premium,SI1,F,12112,60.4,1.57,59,7.57,7.54,4.56
23977,Good,VS2,H,12117,63.3,1.7,57,7.54,7.59,4.79
23978,Ideal,SI2,H,12119,61.5,2.06,56,8.23,8.18,5.04
23979,Good,SI1,H,12121,63.7,2.1,61,8.1,8.07,5.15
23980,Good,SI1,H,12121,63.7,2.1,61,8.1,8.07,5.15
23981,Ideal,VVS2,H,12123,61.8,1.52,58,7.41,7.35,4.56
23982,Ideal,VS2,I,12127,61,1.75,56,7.75,7.82,4.75
23983,Premium,SI2,J,12140,62.3,2.12,61,8.21,8.16,5.1
23984,Very Good,SI1,F,12141,62.6,1.51,57,7.25,7.31,4.56
23985,Ideal,VS2,H,12146,60.7,1.56,57,7.49,7.53,4.56
23986,Ideal,VVS2,I,12148,60.8,1.5,57,7.38,7.42,4.5
23987,Premium,VS2,G,12148,62.9,1.52,60,7.31,7.28,4.59
23988,Ideal,VVS2,D,12150,60.1,1.13,57,6.78,6.83,4.09
23989,Ideal,VVS2,D,12150,61.7,1.13,57,6.65,6.68,4.11
23990,Premium,VS1,G,12151,62.3,1.46,58,7.2,7.25,4.5
23991,Very Good,VS1,H,12152,59.6,1.5,60,7.39,7.42,4.41
23992,Premium,VVS2,D,12152,59.8,1.12,58,6.87,6.77,4.08
23993,Ideal,SI1,F,12152,61.5,1.51,55,7.39,7.35,4.53
23994,Ideal,SI1,F,12153,61.2,1.52,55,7.4,7.43,4.54
23995,Ideal,SI2,G,12154,61.5,2.03,57,8.15,8.07,4.99
23996,Ideal,VS2,H,12155,62.4,1.63,55,7.53,7.57,4.71
23997,Very Good,VS2,G,12156,62.1,1.5,57,7.21,7.31,4.51
23998,Premium,VS2,E,12156,61.5,1.56,58,7.47,7.43,4.58
23999,Ideal,VS1,H,12157,61.8,1.59,57,7.49,7.42,4.61
24000,Ideal,VS2,G,12161,61.3,1.52,59,7.35,7.4,4.52
24001,Ideal,SI2,I,12165,60.9,1.9,55,8,8.06,4.89
24002,Ideal,SI1,I,12168,61.6,2.1,57,8.24,8.15,5.05
24003,Premium,VS2,I,12168,58.6,1.74,59,7.99,7.87,4.65
24004,Premium,SI2,H,12168,62.7,2,58,8.06,8.01,5.04
24005,Ideal,VS2,H,12170,61.4,1.58,56,7.48,7.54,4.62
24006,Ideal,VVS2,H,12171,62.6,1.54,56,7.42,7.35,4.62
24007,Ideal,VVS2,I,12174,62.3,1.63,54.7,7.49,7.52,4.69
24008,Very Good,VVS1,F,12175,60.4,1.18,59,6.82,6.86,4.13
24009,Very Good,SI1,D,12179,61,1.5,59,7.33,7.39,4.49
24010,Ideal,SI2,H,12179,61.5,2.11,57,8.3,8.25,5.09
24011,Premium,SI1,D,12179,62.4,1.5,58,7.31,7.27,4.55
24012,Ideal,SI2,J,12179,62.3,2.08,55,8.23,8.17,5.11
24013,Premium,SI2,I,12182,62.3,2.01,59,8.01,7.97,4.98
24014,Ideal,SI1,F,12182,62,1.52,54,7.44,7.36,4.59
24015,Ideal,SI1,F,12183,62.2,1.52,56,7.41,7.31,4.58
24016,Ideal,VVS2,D,12185,61.3,1.09,57,6.61,6.66,4.07
24017,Ideal,VVS1,I,12186,61.5,1.62,58,7.54,7.56,4.64
24018,Ideal,SI1,D,12190,60,1.7,54,7.76,7.71,4.64
24019,Ideal,VVS2,E,12193,61.5,1.15,57,6.72,6.75,4.14
24020,Ideal,SI1,F,12195,61.9,1.54,56,7.44,7.38,4.59
24021,Very Good,VS1,E,12196,59.1,1.4,57,7.28,7.38,4.33
24022,Very Good,VS2,G,12196,61.2,1.5,61,7.29,7.34,4.48
24023,Very Good,SI2,J,12196,62,2.1,62,8.17,8.23,5.08
24024,Very Good,SI1,J,12196,62.2,2,59,7.92,7.97,4.94
24025,Good,SI2,F,12196,57.9,1.8,58,8.08,8.13,4.69
24026,Premium,VS2,G,12196,62.5,1.5,59,7.28,7.32,4.56
24027,Premium,IF,H,12196,62.5,1.54,58,7.33,7.38,4.6
24028,Ideal,VS2,I,12199,60.6,1.64,57,7.66,7.69,4.65
24029,Very Good,VVS1,D,12200,62.5,1.11,58,6.67,6.6,4.15
24030,Premium,VS2,F,12202,61.9,1.51,60,7.29,7.25,4.5
24031,Ideal,VS2,G,633,61,0.35,57,4.54,4.57,2.78
24032,Ideal,VS1,J,633,62.1,0.4,53,4.75,4.78,2.96
24033,Ideal,VS1,J,633,61.5,0.4,58,4.73,4.76,2.92
24034,Ideal,VS1,J,633,62.2,0.4,54,4.72,4.76,2.95
24035,Good,VVS2,E,633,62.7,0.29,61,4.2,4.22,2.64
24036,Good,IF,F,633,56.8,0.29,65,4.37,4.4,2.49
24037,Premium,VS2,I,633,62.5,0.38,58,4.58,4.61,2.87
24038,Very Good,SI2,D,633,61.1,0.38,58,4.62,4.68,2.84
24039,Premium,VS2,I,633,61.7,0.38,59,4.6,4.64,2.85
24040,Premium,SI1,H,633,59.7,0.38,60,4.66,4.68,2.79
24041,Very Good,SI2,D,633,59.2,0.38,61,4.67,4.72,2.78
24042,Premium,VS2,I,633,61.8,0.38,59,4.61,4.64,2.86
24043,Very Good,SI2,F,633,58.3,0.43,62,4.91,4.97,2.88
24044,Good,SI1,H,633,63.3,0.38,57,4.58,4.62,2.91
24045,Very Good,VS2,I,633,61.5,0.38,58,4.61,4.62,2.84
24046,Very Good,SI1,H,633,61.2,0.38,62,4.62,4.66,2.84
24047,Ideal,SI2,D,633,61.1,0.38,56,4.65,4.71,2.86
24048,Premium,VS2,I,633,60.2,0.38,58,4.69,4.75,2.84
24049,Very Good,SI2,D,633,62.1,0.38,55,4.62,4.65,2.88
24050,Very Good,SI2,E,633,61.6,0.38,57,4.61,4.65,2.85
24051,Very Good,VS2,F,634,63.1,0.36,56,4.5,4.53,2.85
24052,Very Good,VVS1,G,635,62.8,0.3,55,4.28,4.31,2.7
24053,Ideal,IF,I,635,60.9,0.31,57,4.39,4.44,2.69
24054,Ideal,IF,I,635,61.7,0.31,55,4.36,4.39,2.7
24055,Ideal,IF,I,635,60.9,0.31,57,4.37,4.4,2.67
24056,Ideal,IF,I,635,62,0.31,54,4.38,4.4,2.72
24057,Ideal,IF,I,635,62,0.31,54,4.36,4.42,2.72
24058,Premium,VVS1,E,635,60.9,0.26,59,4.09,4.12,2.5
24059,Premium,SI1,D,635,59.1,0.38,58,4.74,4.77,2.81
24060,Ideal,VVS1,E,635,61.7,0.26,56,4.09,4.11,2.53
24061,Ideal,SI1,D,12206,60.3,1.5,57,7.37,7.4,4.45
24062,Very Good,SI1,F,12207,61,1.56,58,7.41,7.48,4.54
24063,Ideal,VVS2,G,12207,62.3,1.37,55.5,7.05,7.14,4.43
24064,Ideal,VVS2,G,12209,62.6,1.33,57,7.04,6.99,4.39
24065,Ideal,VS1,I,12209,60.1,1.7,57,7.8,7.77,4.68
24066,Ideal,SI1,J,12209,62.7,2.01,56,8.08,8.03,5.05
24067,Premium,SI1,J,12209,60.7,2.01,61,8.15,8.1,4.93
24068,Premium,SI2,H,12210,58.9,2,57,8.09,58.9,8.06
24069,Ideal,VS2,G,12210,60.8,1.51,54,7.45,7.43,4.52
24070,Premium,VS1,E,12210,60.8,1.28,60,7.03,6.98,4.26
24071,Premium,VS1,H,12210,60,1.6,59,7.61,7.58,4.56
24072,Ideal,SI2,E,12210,62.3,2,56,8.04,7.94,4.98
24073,Very Good,SI2,J,12215,60.6,2.21,62,8.37,8.45,5.1
24074,Good,SI2,H,12215,57.6,2.01,60,8.32,8.23,4.76
24075,Ideal,VS2,H,12219,62.4,1.51,56,7.33,7.28,4.56
24076,Very Good,SI2,I,12220,63.3,2.18,58,8.22,8.18,5.19
24077,Very Good,SI2,I,12221,63.7,2,61,7.85,7.97,5.04
24078,Good,SI1,E,12224,63.8,1.71,58,7.54,7.48,4.79
24079,Premium,VVS1,H,12224,60.6,1.51,60,7.4,7.42,4.49
24080,Very Good,SI1,E,12224,60.3,1.51,58,7.43,7.47,4.49
24081,Ideal,VVS2,H,12225,62.1,1.65,56,7.68,7.65,4.76
24082,Premium,SI1,D,12226,62.6,1.56,58,7.36,7.44,4.63
24083,Ideal,SI2,H,12226,60,2.11,56,8.43,8.35,5.03
24084,Premium,VS2,G,12228,61.3,1.53,58,7.48,7.4,4.56
24085,Very Good,VS2,H,12228,63.3,1.7,57,7.59,7.54,4.79
24086,Premium,VS2,G,12229,59.2,1.51,61,7.48,7.44,4.42
24087,Very Good,SI2,H,12229,63.2,2.01,59,8.04,8,5.07
24088,Ideal,VVS1,F,12230,59.8,1.21,60,6.95,6.89,4.14
24089,Premium,SI1,D,12231,59,1.61,60,7.68,7.6,4.51
24090,Premium,VVS2,H,12232,62.8,1.52,57,7.38,7.27,4.6
24091,Premium,SI1,E,12236,59.6,1.51,61,7.53,7.43,4.46
24092,Ideal,VVS2,F,12237,62.3,1.26,57,6.87,6.92,4.3
24093,Premium,SI2,E,12238,60.9,1.75,59,7.78,7.75,4.73
24094,Ideal,VS2,I,12238,61,1.75,56,7.82,7.75,4.75
24095,Premium,VS1,H,12242,62.5,1.61,58,7.57,7.46,4.7
24096,Fair,VS1,I,12244,59.5,1.91,68,8.1,7.91,4.78
24097,Ideal,VS2,H,12244,60.1,1.66,59,7.67,7.64,4.6
24098,Very Good,SI1,E,12247,59.3,1.5,60,7.4,7.5,4.42
24099,Good,SI2,D,12248,63.4,1.72,62,7.53,7.59,4.79
24100,Ideal,SI1,F,12252,62.6,1.51,57,7.31,7.25,4.56
24101,Very Good,VVS2,E,12253,59.5,1.2,54,6.98,6.96,4.15
24102,Ideal,VVS1,G,12255,62.2,1.33,54,7.02,7.06,4.38
24103,Very Good,VS2,H,12257,61.8,1.7,59,7.58,7.66,4.71
24104,Very Good,SI1,J,12257,59.3,2.01,62,8.15,8.2,4.85
24105,Good,SI1,J,12257,63.6,2.01,59,7.96,8.01,5.08
24106,Premium,SI2,G,12260,60.8,2.01,61,8.14,8.07,4.93
24107,Premium,VS1,G,12261,62.3,1.46,58,7.25,7.2,4.5
24108,Premium,SI1,D,12261,61.1,1.51,60,7.37,7.32,4.49
24109,Ideal,VVS2,D,12261,61.7,1.13,57,6.68,6.65,4.11
24110,Ideal,VVS2,D,12261,60.1,1.13,57,6.83,6.78,4.09
24111,Ideal,SI1,E,12265,60.4,1.5,59,7.38,7.43,4.47
24112,Very Good,SI1,J,12267,63,2.02,56,7.95,8.01,5.03
24113,Premium,SI2,J,12268,61.6,2.03,58,8.12,8.15,5.01
24114,Premium,SI2,J,12268,62.7,2.03,59,8.02,8.08,5.05
24115,Premium,SI2,H,12269,62.1,2.31,58,8.55,8.47,5.29
24116,Premium,SI1,H,12271,60,2.01,60,8.16,8.13,4.89
24117,Very Good,SI2,G,12271,63.3,2.01,56,8.06,8.01,5.08
24118,Very Good,SI1,I,12271,63.5,2.01,55,8.07,8.01,5.11
24119,Ideal,VVS1,F,12273,61.4,1.05,57,6.51,6.53,4
24120,Very Good,SI1,F,12282,59.7,1.63,62,7.65,7.73,4.59
24121,Good,VS2,F,12283,57.8,1.52,59,7.58,7.5,4.36
24122,Ideal,SI1,I,12284,62.2,2.12,57,8.21,8.14,5.08
24123,Ideal,SI2,H,12284,61.4,2.12,57,8.28,8.24,5.07
24124,Very Good,VVS2,F,12285,58.9,1.28,57,7.13,7.17,4.21
24125,Good,SI2,J,12286,58.9,2.36,64,8.75,8.68,5.14
24126,Very Good,SI1,H,12288,63.1,1.76,59,7.69,7.59,4.82
24127,Very Good,IF,I,12291,62.1,1.51,59,7.25,7.31,4.52
24128,Very Good,IF,I,12291,62.2,1.51,62,7.3,7.33,4.55
24129,Very Good,SI2,H,12295,60.1,2.09,63,8.21,8.16,4.92
24130,Ideal,SI1,G,12295,62.2,1.62,56,7.48,7.53,4.67
24131,Very Good,VVS2,H,12297,63,1.59,58,7.43,7.48,4.7
24132,Premium,I1,H,12300,62.1,3.24,58,9.44,9.4,5.85
24133,Very Good,SI1,D,12304,62.3,1.57,59,7.39,7.44,4.62
24134,Premium,SI1,E,12305,62.5,1.52,59,7.26,7.33,4.56
24135,Premium,IF,H,12308,62.5,1.54,58,7.38,7.33,4.6
24136,Premium,VS2,G,12308,62.5,1.5,59,7.32,7.28,4.56
24137,Premium,SI1,J,12308,62.2,2,59,7.97,7.92,4.94
24138,Premium,VS2,G,12308,61.2,1.5,61,7.34,7.29,4.48
24139,Premium,VS2,G,12308,62.9,1.5,54,7.31,7.26,4.58
24140,Premium,VS2,G,12308,61.6,1.54,59,7.46,7.4,4.58
24141,Premium,VS2,G,12308,61.1,1.54,59,7.44,7.4,4.53
24142,Premium,SI2,J,12308,62,2.1,62,8.23,8.17,5.08
24143,Good,SI2,F,12308,57.9,1.8,58,8.13,8.08,4.69
24144,Very Good,VS1,I,12311,62.3,1.7,58.1,7.57,7.66,4.74
24145,Very Good,VS2,D,12311,63.2,1.51,57,7.27,7.25,4.59
24146,Ideal,VVS2,D,12314,61.9,1.16,55,6.72,6.76,4.17
24147,Ideal,VVS1,F,12315,59,1.05,60,6.62,6.67,3.92
24148,Ideal,SI1,J,12316,62.3,2.3,57,8.41,8.34,5.22
24149,Very Good,VS1,G,12317,60.2,1.51,63,7.36,7.39,4.44
24150,Premium,SI1,E,12319,62.4,1.51,59,7.33,7.29,4.56
24151,Good,VS1,G,12319,64,1.51,57,7.31,7.2,4.64
24152,Ideal,SI1,F,12320,61.1,1.57,55,7.53,7.55,4.61
24153,Premium,SI2,G,12321,62.2,2.17,62,8.32,8.24,5.15
24154,Premium,SI2,J,12327,60.6,2.21,62,8.45,8.37,5.1
24155,Ideal,VS2,H,12327,61.7,1.67,55,7.68,7.61,4.72
24156,Ideal,SI1,H,12332,62.3,2.02,56,8.11,8.06,5.04
24157,Ideal,VS2,H,12334,61.4,1.58,56,7.5,7.56,4.62
24158,Premium,VVS1,H,12336,60.6,1.51,60,7.42,7.4,4.49
24159,Premium,SI1,E,12336,60.3,1.51,58,7.47,7.43,4.49
24160,Ideal,SI2,I,12338,62.1,2.01,57,8.07,8.03,5
24161,Premium,SI2,I,12338,62,2.01,56,8.01,7.87,4.92
24162,Premium,SI2,I,12338,62,2.01,56,8.01,7.87,4.92
24163,Premium,SI1,D,12338,61.2,1.8,58,7.88,7.7,4.79
24164,Premium,SI1,H,12338,62.8,1.71,58,7.62,7.53,4.76
24165,Very Good,VS2,H,12339,63.1,1.88,55,7.86,7.81,4.94
24166,Premium,SI1,H,12341,62.2,2.04,60,8.07,8,5
24167,Ideal,VVS1,G,12342,62.6,1.37,55,7.07,7.12,4.44
24168,Very Good,SI2,J,12342,62.6,2,57,7.95,7.99,4.99
24169,Very Good,SI1,D,12342,62.8,1.5,58,7.28,7.31,4.58
24170,Ideal,VS2,I,12342,61.9,1.71,54,7.65,7.75,4.77
24171,Premium,SI1,D,12342,58.4,1.52,60,7.57,7.52,4.41
24172,Premium,VS1,E,12342,60.5,1.33,58,7.15,7.1,4.31
24173,Premium,SI1,F,12343,60.5,1.6,58,7.62,7.53,4.58
24174,Ideal,VVS2,G,12345,61.7,1.33,58,7.04,7.07,4.35
24175,Ideal,SI2,I,12349,62.1,2.01,55,8.12,8.08,5.03
24176,Ideal,SI2,I,12356,62.6,2.13,56,8.21,8.14,5.12
24177,Very Good,VS2,G,12359,62.8,1.52,54,7.26,7.36,4.59
24178,Very Good,SI2,D,12360,63.4,1.72,62,7.59,7.53,4.79
24179,Very Good,SI1,H,12361,62.6,1.76,58,7.7,7.66,4.81
24180,Ideal,SI2,D,12361,64.5,1.74,56,7.56,7.54,4.87
24181,Ideal,SI1,F,12364,61.5,1.52,55,7.41,7.44,4.57
24182,Premium,SI1,J,12364,62.4,2.38,58,8.54,8.46,5.31
24183,Premium,SI1,J,12369,60.5,2.01,59,8.12,8.01,4.88
24184,Premium,SI1,J,12369,59.3,2.01,62,8.2,8.15,4.85
24185,Good,SI1,J,12369,63.6,2.01,59,8.01,7.96,5.08
24186,Very Good,SI2,J,12369,60.7,2.31,63,8.52,8.48,5.16
24187,Ideal,SI1,F,12373,62.1,1.55,54,7.42,7.45,4.61
24188,Ideal,VVS2,D,12375,61.3,1.21,57,6.85,6.88,4.21
24189,Very Good,SI2,G,12377,63.3,2.18,59,8.25,8.2,5.2
24190,Premium,SI2,F,12377,61.3,2.09,59,8.19,8.15,5.01
24191,Premium,SI2,F,12377,61.2,2.09,57,8.26,8.21,5.04
24192,Very Good,VS1,H,12378,61.2,1.6,58.6,7.48,7.63,4.62
24193,Premium,VS2,I,12378,62.3,1.77,58,7.74,7.68,4.8
24194,Very Good,SI2,E,12379,62,1.83,57,7.81,7.89,4.87
24195,Ideal,SI1,F,12379,62.2,1.6,55,7.47,7.5,4.65
24196,Premium,SI2,J,12380,62.7,2.03,59,8.08,8.02,5.05
24197,Premium,SI2,J,12380,61.6,2.03,58,8.15,8.12,5.01
24198,Very Good,SI2,J,12381,59.1,2.1,58,8.4,8.46,4.98
24199,Very Good,SI1,E,12386,62.6,1.53,57,7.25,7.41,4.59
24200,Very Good,SI1,E,12386,60.8,1.53,60,7.43,7.51,4.54
24201,Premium,SI2,G,12388,60.3,2,57,8.25,8.06,4.92
24202,Ideal,SI1,F,12389,61.8,1.5,56,7.27,7.34,4.52
24203,Ideal,VVS2,D,12390,62.3,1.11,56,6.59,6.64,4.12
24204,Very Good,SI1,J,12392,62.4,2.01,59,8.02,8.08,5.02
24205,Very Good,SI1,J,12392,60.3,2.01,58,8.11,8.17,4.91
24206,Very Good,SI1,H,12392,62.4,1.57,58,7.39,7.49,4.64
24207,Ideal,VS2,D,12392,61.6,1.52,57,7.42,7.35,4.55
24208,Very Good,VVS2,I,12394,60.4,1.69,59,7.7,7.73,4.66
24209,Premium,SI1,F,12394,59.7,1.63,62,7.73,7.65,4.59
24210,Very Good,VVS2,I,12396,62.7,1.72,58,7.54,7.6,4.75
24211,Ideal,SI2,H,12400,61.9,2.14,57,8.34,8.28,5.14
24212,Premium,VS2,J,12401,58.3,2.1,54,8.49,8.45,4.94
24213,Ideal,VS1,I,12401,61.3,1.54,55,7.39,7.47,4.56
24214,Very Good,SI2,H,12401,63.1,2.05,58,8.05,8,5.07
24215,Premium,VS1,F,12401,58.8,1.4,61,7.35,7.32,4.31
24216,Premium,SI2,J,12403,62,2.01,59,8.04,8.1,5
24217,Ideal,VS2,I,12406,61.9,1.67,57,7.56,7.59,4.69
24218,Premium,SI2,J,12407,62.8,2.01,58,8.09,8,5.05
24219,Premium,SI2,J,12407,61.4,2.01,60,8.14,8.07,4.98
24220,Premium,VVS2,H,12409,63,1.59,58,7.48,7.43,4.7
24221,Ideal,SI1,F,12415,62.6,1.53,55,7.39,7.37,4.62
24222,Premium,VS1,I,12416,60.6,1.75,60,7.8,7.84,4.74
24223,Ideal,SI1,H,12416,61.4,1.71,57,7.63,7.74,4.72
24224,Premium,SI1,D,12417,62.3,1.57,59,7.44,7.39,4.62
24225,Ideal,VS1,D,12417,61.6,1.24,55,6.92,6.9,4.26
24226,Premium,SI1,E,12418,62.5,1.52,59,7.33,7.26,4.56
24227,Good,SI2,H,12423,63.7,2.01,59,7.89,7.84,5.01
24228,Premium,SI2,H,12423,60.8,2.01,59,8.08,8,4.89
24229,Very Good,SI2,H,12423,62.2,2.01,63,8.01,7.93,4.96
24230,Good,VS2,H,12429,61.5,1.62,60.8,7.48,7.53,4.62
24231,Very Good,VS1,G,12430,60.2,1.51,63,7.39,7.36,4.44
24232,Premium,SI1,J,12431,61.6,2.02,58,8.14,8.1,5
24233,Ideal,SI1,E,12431,62.8,1.52,55,7.3,7.35,4.6
24234,Ideal,SI1,F,12432,61.1,1.57,55,7.55,7.53,4.61
24235,Ideal,SI1,J,12433,62.4,2,54,8.02,8.09,5.03
24236,Ideal,IF,H,12437,62.7,1.51,56,7.26,7.38,4.59
24237,Premium,VS2,G,12437,60.7,1.51,60,7.36,7.4,4.48
24238,Premium,SI2,J,12440,61,2.11,58,8.2,8.29,5.03
24239,Premium,SI2,J,12440,60.7,2.11,60,8.2,8.27,5
24240,Ideal,VS2,H,12443,61.7,1.9,55,7.9,7.81,4.85
24241,Ideal,VVS1,E,12447,60.9,1.15,56,6.79,6.8,4.14
24242,Fair,SI2,G,12450,56.2,2.01,63,8.28,8.23,4.64
24243,Very Good,VS1,I,12451,60.5,1.72,59,7.72,7.76,4.68
24244,Premium,SI2,H,12454,59.7,2.08,59,8.38,8.29,4.98
24245,Fair,SI2,E,12454,67.4,2.04,56,7.8,7.76,5.24
24246,Premium,SI1,H,12454,60.6,2.04,61,8.15,8.09,4.92
24247,Ideal,VVS1,G,12455,62.6,1.37,55,7.12,7.07,4.44
24248,Ideal,IF,G,12458,59,1.14,59,6.81,6.91,4.05
24249,Premium,SI2,H,12458,62.2,2.15,56,8.29,8.2,5.13
24250,Very Good,VVS2,H,12459,60.9,1.58,58,7.56,7.65,4.63
24251,Ideal,VS1,H,12459,61.3,1.53,57,7.38,7.41,4.53
24252,Ideal,SI1,F,12459,62.3,1.51,57,7.33,7.3,4.56
24253,Ideal,VVS2,G,12462,61.4,1.39,54,7.22,7.3,4.44
24254,Ideal,VS1,E,12465,62.2,1.28,55,6.94,6.99,4.33
24255,Ideal,SI1,F,12466,62,1.5,60,7.32,7.29,4.53
24256,Good,SI1,E,12467,63.6,1.6,58,7.38,7.44,4.71
24257,Ideal,IF,G,12467,62.3,1.3,56,6.95,6.99,4.34
24258,Ideal,VS2,G,12468,62.6,1.5,56,7.3,7.26,4.56
24259,Ideal,SI1,J,12468,62,2.4,57,8.53,8.47,5.27
24260,Very Good,VS2,E,12474,59.4,1.5,62,7.4,7.48,4.42
24261,Ideal,SI1,F,12477,61.5,1.52,55,7.44,7.41,4.57
24262,Very Good,VS1,H,12483,60.3,1.58,62,7.53,7.57,4.55
24263,Ideal,SI2,H,12485,62.1,2.02,56,8.13,8.09,5.04
24264,Good,VS1,G,12489,63.1,1.51,55,7.3,7.34,4.62
24265,Good,SI1,E,12490,63.6,1.51,56,7.34,7.23,4.63
24266,Premium,SI2,E,12492,62,1.83,57,7.89,7.81,4.87
24267,Premium,SI1,J,12492,60.1,2.03,58,8.26,8.21,4.95
24268,Very Good,VS2,H,12493,58.8,1.71,60,7.8,7.85,4.6
